stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2008,5,1,20.6,8.7,13.8
352200375,WARSZAWA,2008,5,2,14.0,11.2,11.9
352200375,WARSZAWA,2008,5,3,16.3,8.7,12.2
352200375,WARSZAWA,2008,5,4,18.4,9.7,12.7
352200375,WARSZAWA,2008,5,5,20.8,8.8,14.3
352200375,WARSZAWA,2008,5,6,17.0,10.0,12.8
352200375,WARSZAWA,2008,5,7,17.3,3.3,11.2
352200375,WARSZAWA,2008,5,8,16.3,9.4,12.4
352200375,WARSZAWA,2008,5,9,17.0,5.3,12.0
352200375,WARSZAWA,2008,5,10,19.4,6.4,13.6
352200375,WARSZAWA,2008,5,11,22.5,8.0,15.9
352200375,WARSZAWA,2008,5,12,23.6,7.6,17.0
352200375,WARSZAWA,2008,5,13,19.4,10.5,12.9
352200375,WARSZAWA,2008,5,14,17.7,4.8,11.8
352200375,WARSZAWA,2008,5,15,22.2,4.8,14.3
352200375,WARSZAWA,2008,5,16,23.1,6.1,16.9
352200375,WARSZAWA,2008,5,17,24.7,10.2,18.1
352200375,WARSZAWA,2008,5,18,21.4,13.3,16.2
352200375,WARSZAWA,2008,5,19,13.3,8.9,9.4
352200375,WARSZAWA,2008,5,20,16.0,4.5,11.1
352200375,WARSZAWA,2008,5,21,13.1,9.8,11.0
352200375,WARSZAWA,2008,5,22,14.7,10.3,12.4
352200375,WARSZAWA,2008,5,23,14.6,11.6,12.8
352200375,WARSZAWA,2008,5,24,13.7,10.9,11.8
352200375,WARSZAWA,2008,5,25,18.0,8.8,12.4
352200375,WARSZAWA,2008,5,26,20.4,5.5,14.7
352200375,WARSZAWA,2008,5,27,22.9,12.9,16.5
352200375,WARSZAWA,2008,5,28,18.1,6.9,13.5
352200375,WARSZAWA,2008,5,29,21.3,6.1,15.0
352200375,WARSZAWA,2008,5,30,24.8,9.6,18.1
352200375,WARSZAWA,2008,5,31,25.4,11.2,19.5
