stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2008,9,1,21.8,9.8,15.7
352200375,WARSZAWA,2008,9,2,22.8,13.4,17.4
352200375,WARSZAWA,2008,9,3,27.8,14.0,20.8
352200375,WARSZAWA,2008,9,4,23.6,16.2,19.4
352200375,WARSZAWA,2008,9,5,25.5,14.3,19.3
352200375,WARSZAWA,2008,9,6,30.0,14.8,22.4
352200375,WARSZAWA,2008,9,7,30.1,16.0,21.4
352200375,WARSZAWA,2008,9,8,20.4,14.1,15.2
352200375,WARSZAWA,2008,9,9,21.0,10.8,15.7
352200375,WARSZAWA,2008,9,10,23.0,8.8,16.8
352200375,WARSZAWA,2008,9,11,18.2,11.5,14.7
352200375,WARSZAWA,2008,9,12,14.5,8.4,11.0
352200375,WARSZAWA,2008,9,13,11.2,3.7,7.7
352200375,WARSZAWA,2008,9,14,12.2,4.5,9.0
352200375,WARSZAWA,2008,9,15,12.3,7.7,9.7
352200375,WARSZAWA,2008,9,16,10.1,7.0,8.6
352200375,WARSZAWA,2008,9,17,11.3,7.2,8.3
352200375,WARSZAWA,2008,9,18,11.2,7.8,9.2
352200375,WARSZAWA,2008,9,19,10.1,7.9,8.8
352200375,WARSZAWA,2008,9,20,10.6,7.9,9.2
352200375,WARSZAWA,2008,9,21,12.0,7.6,9.6
352200375,WARSZAWA,2008,9,22,11.9,4.9,9.2
352200375,WARSZAWA,2008,9,23,12.0,9.5,10.5
352200375,WARSZAWA,2008,9,24,10.8,9.5,10.3
352200375,WARSZAWA,2008,9,25,16.2,8.4,11.8
352200375,WARSZAWA,2008,9,26,17.0,4.8,10.8
352200375,WARSZAWA,2008,9,27,14.7,3.0,9.4
352200375,WARSZAWA,2008,9,28,16.7,8.2,12.3
352200375,WARSZAWA,2008,9,29,15.6,4.3,10.1
352200375,WARSZAWA,2008,9,30,13.9,5.0,10.0
