stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2006,6,1,17.2,8.5,11.8
352200375,WARSZAWA,2006,6,2,18.4,7.7,13.9
352200375,WARSZAWA,2006,6,3,19.5,11.0,15.6
352200375,WARSZAWA,2006,6,4,17.3,11.0,13.0
352200375,WARSZAWA,2006,6,5,14.8,8.2,10.7
352200375,WARSZAWA,2006,6,6,17.4,6.1,11.8
352200375,WARSZAWA,2006,6,7,16.2,5.6,11.9
352200375,WARSZAWA,2006,6,8,19.5,4.9,13.0
352200375,WARSZAWA,2006,6,9,18.5,9.1,13.6
352200375,WARSZAWA,2006,6,10,20.4,6.4,14.7
352200375,WARSZAWA,2006,6,11,23.5,10.8,17.9
352200375,WARSZAWA,2006,6,12,25.4,11.2,19.1
352200375,WARSZAWA,2006,6,13,24.7,11.4,18.8
352200375,WARSZAWA,2006,6,14,25.3,10.7,19.3
352200375,WARSZAWA,2006,6,15,28.3,11.5,20.0
352200375,WARSZAWA,2006,6,16,26.6,14.6,20.7
352200375,WARSZAWA,2006,6,17,27.6,13.5,20.6
352200375,WARSZAWA,2006,6,18,21.8,15.8,17.8
352200375,WARSZAWA,2006,6,19,25.2,10.2,19.0
352200375,WARSZAWA,2006,6,20,29.6,12.0,22.5
352200375,WARSZAWA,2006,6,21,31.3,16.5,24.2
352200375,WARSZAWA,2006,6,22,30.9,18.4,23.3
352200375,WARSZAWA,2006,6,23,24.5,16.1,19.5
352200375,WARSZAWA,2006,6,24,24.3,12.8,19.1
352200375,WARSZAWA,2006,6,25,28.1,13.2,22.0
352200375,WARSZAWA,2006,6,26,32.5,17.9,25.5
352200375,WARSZAWA,2006,6,27,30.8,18.6,25.7
352200375,WARSZAWA,2006,6,28,28.5,18.9,22.5
352200375,WARSZAWA,2006,6,29,23.9,16.1,20.0
352200375,WARSZAWA,2006,6,30,24.8,14.4,20.0
