stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2013,12,1,5.8,3.2,4.5
352200375,WARSZAWA,2013,12,2,6.1,0.4,2.4
352200375,WARSZAWA,2013,12,3,2.7,-4.6,-0.9
352200375,WARSZAWA,2013,12,4,2.6,-1.9,0.7
352200375,WARSZAWA,2013,12,5,3.6,0.4,2.4
352200375,WARSZAWA,2013,12,6,3.3,-0.9,0.8
352200375,WARSZAWA,2013,12,7,1.0,-1.2,-0.2
352200375,WARSZAWA,2013,12,8,-0.6,-4.7,-2.0
352200375,WARSZAWA,2013,12,9,5.7,-2.2,1.7
352200375,WARSZAWA,2013,12,10,0.0,-5.5,-2.1
352200375,WARSZAWA,2013,12,11,4.2,-0.6,2.8
352200375,WARSZAWA,2013,12,12,4.5,1.8,2.7
352200375,WARSZAWA,2013,12,13,2.4,0.0,1.3
352200375,WARSZAWA,2013,12,14,3.2,1.7,2.3
352200375,WARSZAWA,2013,12,15,3.2,0.2,2.2
352200375,WARSZAWA,2013,12,16,6.0,2.4,4.0
352200375,WARSZAWA,2013,12,17,4.1,-1.7,1.0
352200375,WARSZAWA,2013,12,18,2.2,-2.8,-0.2
352200375,WARSZAWA,2013,12,19,0.4,-2.2,-1.3
352200375,WARSZAWA,2013,12,20,1.9,-2.6,0.4
352200375,WARSZAWA,2013,12,21,5.8,1.6,3.3
352200375,WARSZAWA,2013,12,22,9.1,0.0,4.7
352200375,WARSZAWA,2013,12,23,8.7,3.5,6.1
352200375,WARSZAWA,2013,12,24,8.6,1.1,4.4
352200375,WARSZAWA,2013,12,25,10.2,3.5,6.7
352200375,WARSZAWA,2013,12,26,10.0,5.5,7.7
352200375,WARSZAWA,2013,12,27,9.2,5.0,6.6
352200375,WARSZAWA,2013,12,28,10.5,0.4,5.3
352200375,WARSZAWA,2013,12,29,8.4,3.4,5.9
352200375,WARSZAWA,2013,12,30,6.5,0.7,2.9
352200375,WARSZAWA,2013,12,31,2.5,-4.7,-1.0
