stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2013,3,1,5.9,1.3,2.5
352200375,WARSZAWA,2013,3,2,5.4,-1.0,2.2
352200375,WARSZAWA,2013,3,3,5.9,1.0,2.6
352200375,WARSZAWA,2013,3,4,5.5,-2.7,0.9
352200375,WARSZAWA,2013,3,5,11.3,-4.0,3.2
352200375,WARSZAWA,2013,3,6,14.7,-1.3,5.9
352200375,WARSZAWA,2013,3,7,9.8,-1.9,4.1
352200375,WARSZAWA,2013,3,8,5.5,-1.9,-0.7
352200375,WARSZAWA,2013,3,9,-1.0,-3.1,-2.3
352200375,WARSZAWA,2013,3,10,-1.6,-4.0,-3.1
352200375,WARSZAWA,2013,3,11,-2.4,-5.1,-4.0
352200375,WARSZAWA,2013,3,12,-3.2,-5.4,-4.4
352200375,WARSZAWA,2013,3,13,-4.0,-6.3,-5.0
352200375,WARSZAWA,2013,3,14,-2.9,-11.0,-5.8
352200375,WARSZAWA,2013,3,15,-2.6,-5.4,-4.4
352200375,WARSZAWA,2013,3,16,-0.1,-9.5,-4.5
352200375,WARSZAWA,2013,3,17,2.3,-11.0,-3.9
352200375,WARSZAWA,2013,3,18,2.0,-8.3,-2.3
352200375,WARSZAWA,2013,3,19,0.0,-3.2,-1.7
352200375,WARSZAWA,2013,3,20,1.6,-2.1,-0.9
352200375,WARSZAWA,2013,3,21,1.6,-9.9,-3.0
352200375,WARSZAWA,2013,3,22,-0.9,-5.0,-3.9
352200375,WARSZAWA,2013,3,23,-5.0,-12.8,-9.2
352200375,WARSZAWA,2013,3,24,-2.4,-13.1,-7.0
352200375,WARSZAWA,2013,3,25,0.6,-9.6,-3.9
352200375,WARSZAWA,2013,3,26,0.5,-7.1,-3.1
352200375,WARSZAWA,2013,3,27,3.1,-6.8,-1.5
352200375,WARSZAWA,2013,3,28,3.4,-3.9,-0.1
352200375,WARSZAWA,2013,3,29,0.6,-2.4,-0.7
352200375,WARSZAWA,2013,3,30,1.8,-1.3,-0.1
352200375,WARSZAWA,2013,3,31,1.7,-5.9,-1.3
