stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2017,2,1,-0.1,-7.3,-3.5
352200375,WARSZAWA,2017,2,2,0.9,-5.4,-1.0
352200375,WARSZAWA,2017,2,3,1.1,-1.4,-0.2
352200375,WARSZAWA,2017,2,4,0.0,-3.5,-2.8
352200375,WARSZAWA,2017,2,5,-3.0,-4.2,-3.7
352200375,WARSZAWA,2017,2,6,-1.9,-3.7,-2.8
352200375,WARSZAWA,2017,2,7,-2.8,-8.3,-6.4
352200375,WARSZAWA,2017,2,8,-8.0,-9.6,-8.9
352200375,WARSZAWA,2017,2,9,-6.2,-9.4,-7.2
352200375,WARSZAWA,2017,2,10,-1.3,-8.8,-6.0
352200375,WARSZAWA,2017,2,11,-4.3,-10.9,-7.7
352200375,WARSZAWA,2017,2,12,-4.8,-7.8,-6.2
352200375,WARSZAWA,2017,2,13,-4.2,-8.0,-7.0
352200375,WARSZAWA,2017,2,14,-1.4,-9.2,-5.2
352200375,WARSZAWA,2017,2,15,2.9,-7.0,-2.7
352200375,WARSZAWA,2017,2,16,9.1,-6.4,0.6
352200375,WARSZAWA,2017,2,17,3.1,-2.9,1.2
352200375,WARSZAWA,2017,2,18,2.4,1.4,1.9
352200375,WARSZAWA,2017,2,19,3.7,1.4,1.9
352200375,WARSZAWA,2017,2,20,5.8,-0.4,3.3
352200375,WARSZAWA,2017,2,21,7.5,4.1,6.0
352200375,WARSZAWA,2017,2,22,8.8,1.9,5.1
352200375,WARSZAWA,2017,2,23,8.3,2.7,5.1
352200375,WARSZAWA,2017,2,24,9.3,-1.0,4.6
352200375,WARSZAWA,2017,2,25,2.4,-2.1,0.2
352200375,WARSZAWA,2017,2,26,7.4,-0.6,4.1
352200375,WARSZAWA,2017,2,27,13.7,6.0,8.4
352200375,WARSZAWA,2017,2,28,12.9,4.0,7.8
