stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2009,2,1,0.2,-1.9,-1.2
352200375,WARSZAWA,2009,2,2,0.5,-2.5,-1.6
352200375,WARSZAWA,2009,2,3,-0.9,-4.3,-2.5
352200375,WARSZAWA,2009,2,4,3.2,-1.7,1.2
352200375,WARSZAWA,2009,2,5,3.2,0.4,1.5
352200375,WARSZAWA,2009,2,6,4.9,1.7,2.5
352200375,WARSZAWA,2009,2,7,12.4,0.0,6.5
352200375,WARSZAWA,2009,2,8,9.9,1.8,5.2
352200375,WARSZAWA,2009,2,9,2.1,-1.2,-0.2
352200375,WARSZAWA,2009,2,10,3.2,-5.1,-0.5
352200375,WARSZAWA,2009,2,11,3.7,0.8,1.9
352200375,WARSZAWA,2009,2,12,1.6,0.0,0.2
352200375,WARSZAWA,2009,2,13,0.5,-0.7,-0.2
352200375,WARSZAWA,2009,2,14,0.5,-0.6,-0.1
352200375,WARSZAWA,2009,2,15,0.0,-2.1,-1.5
352200375,WARSZAWA,2009,2,16,0.4,-5.4,-3.1
352200375,WARSZAWA,2009,2,17,-2.3,-6.2,-4.2
352200375,WARSZAWA,2009,2,18,-2.6,-5.1,-3.7
352200375,WARSZAWA,2009,2,19,-1.8,-5.2,-3.8
352200375,WARSZAWA,2009,2,20,-2.1,-7.9,-5.4
352200375,WARSZAWA,2009,2,21,-0.8,-12.9,-7.5
352200375,WARSZAWA,2009,2,22,-2.8,-17.6,-8.3
352200375,WARSZAWA,2009,2,23,2.8,-4.5,0.1
352200375,WARSZAWA,2009,2,24,2.0,-1.0,0.4
352200375,WARSZAWA,2009,2,25,3.0,0.3,1.2
352200375,WARSZAWA,2009,2,26,3.1,1.0,2.0
352200375,WARSZAWA,2009,2,27,3.2,1.7,2.5
352200375,WARSZAWA,2009,2,28,3.3,0.3,1.2
