stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2005,9,1,23.5,10.3,17.1
352200375,WARSZAWA,2005,9,2,23.5,8.6,16.5
352200375,WARSZAWA,2005,9,3,24.0,8.8,16.3
352200375,WARSZAWA,2005,9,4,25.4,8.5,18.0
352200375,WARSZAWA,2005,9,5,25.8,10.7,18.5
352200375,WARSZAWA,2005,9,6,27.1,8.8,18.5
352200375,WARSZAWA,2005,9,7,26.7,10.4,19.0
352200375,WARSZAWA,2005,9,8,28.6,12.2,20.4
352200375,WARSZAWA,2005,9,9,29.1,12.1,20.8
352200375,WARSZAWA,2005,9,10,27.8,14.8,21.5
352200375,WARSZAWA,2005,9,11,28.0,18.2,22.0
352200375,WARSZAWA,2005,9,12,26.3,13.7,18.7
352200375,WARSZAWA,2005,9,13,20.8,14.9,17.0
352200375,WARSZAWA,2005,9,14,21.9,6.4,16.2
352200375,WARSZAWA,2005,9,15,20.7,15.4,16.6
352200375,WARSZAWA,2005,9,16,18.8,10.4,12.9
352200375,WARSZAWA,2005,9,17,12.7,6.5,9.8
352200375,WARSZAWA,2005,9,18,16.6,4.8,10.6
352200375,WARSZAWA,2005,9,19,18.1,1.8,10.6
352200375,WARSZAWA,2005,9,20,19.0,3.9,12.2
352200375,WARSZAWA,2005,9,21,20.1,7.3,13.6
352200375,WARSZAWA,2005,9,22,19.1,7.6,12.9
352200375,WARSZAWA,2005,9,23,20.7,7.7,14.2
352200375,WARSZAWA,2005,9,24,21.8,7.6,14.6
352200375,WARSZAWA,2005,9,25,22.3,10.1,15.8
352200375,WARSZAWA,2005,9,26,23.2,10.2,16.5
352200375,WARSZAWA,2005,9,27,23.9,10.5,16.7
352200375,WARSZAWA,2005,9,28,22.6,8.8,15.4
352200375,WARSZAWA,2005,9,29,16.5,11.7,13.8
352200375,WARSZAWA,2005,9,30,12.8,9.9,10.8
