stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2007,10,1,21.5,6.5,13.9
352200375,WARSZAWA,2007,10,2,17.1,10.1,13.2
352200375,WARSZAWA,2007,10,3,14.5,9.2,11.3
352200375,WARSZAWA,2007,10,4,14.8,3.9,10.0
352200375,WARSZAWA,2007,10,5,14.8,6.1,10.1
352200375,WARSZAWA,2007,10,6,14.6,8.2,10.9
352200375,WARSZAWA,2007,10,7,12.8,6.8,10.2
352200375,WARSZAWA,2007,10,8,13.4,8.8,10.6
352200375,WARSZAWA,2007,10,9,13.4,4.4,7.9
352200375,WARSZAWA,2007,10,10,13.2,-0.9,6.1
352200375,WARSZAWA,2007,10,11,11.9,1.3,6.7
352200375,WARSZAWA,2007,10,12,11.0,6.5,8.6
352200375,WARSZAWA,2007,10,13,10.6,3.6,5.9
352200375,WARSZAWA,2007,10,14,9.6,3.3,5.6
352200375,WARSZAWA,2007,10,15,14.9,-1.3,6.2
352200375,WARSZAWA,2007,10,16,16.5,0.1,8.5
352200375,WARSZAWA,2007,10,17,17.8,5.0,11.1
352200375,WARSZAWA,2007,10,18,12.6,5.3,9.2
352200375,WARSZAWA,2007,10,19,7.4,1.8,4.4
352200375,WARSZAWA,2007,10,20,8.4,-0.6,3.4
352200375,WARSZAWA,2007,10,21,6.4,-1.8,2.7
352200375,WARSZAWA,2007,10,22,5.8,0.6,3.9
352200375,WARSZAWA,2007,10,23,7.0,4.8,6.0
352200375,WARSZAWA,2007,10,24,12.6,5.9,8.7
352200375,WARSZAWA,2007,10,25,9.7,6.1,7.7
352200375,WARSZAWA,2007,10,26,11.8,5.4,7.8
352200375,WARSZAWA,2007,10,27,13.0,4.3,9.5
352200375,WARSZAWA,2007,10,28,10.8,7.7,9.0
352200375,WARSZAWA,2007,10,29,12.8,7.4,9.7
352200375,WARSZAWA,2007,10,30,11.8,7.6,9.5
352200375,WARSZAWA,2007,10,31,9.9,4.3,7.8
