stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2003,10,1,14.0,9.5,11.6
352200375,WARSZAWA,2003,10,2,17.4,8.4,11.9
352200375,WARSZAWA,2003,10,3,14.0,7.2,10.5
352200375,WARSZAWA,2003,10,4,19.7,7.4,13.4
352200375,WARSZAWA,2003,10,5,13.6,8.9,11.3
352200375,WARSZAWA,2003,10,6,11.9,8.2,8.9
352200375,WARSZAWA,2003,10,7,11.3,5.7,8.7
352200375,WARSZAWA,2003,10,8,9.0,4.4,7.2
352200375,WARSZAWA,2003,10,9,8.9,7.2,7.9
352200375,WARSZAWA,2003,10,10,12.1,4.6,9.1
352200375,WARSZAWA,2003,10,11,12.6,10.4,11.0
352200375,WARSZAWA,2003,10,12,11.4,6.9,8.0
352200375,WARSZAWA,2003,10,13,9.6,3.4,5.3
352200375,WARSZAWA,2003,10,14,9.1,4.8,6.8
352200375,WARSZAWA,2003,10,15,8.2,4.0,5.8
352200375,WARSZAWA,2003,10,16,6.3,1.6,4.1
352200375,WARSZAWA,2003,10,17,7.3,-3.1,2.4
352200375,WARSZAWA,2003,10,18,8.0,-3.5,2.4
352200375,WARSZAWA,2003,10,19,9.5,-3.1,3.2
352200375,WARSZAWA,2003,10,20,8.5,-1.8,3.8
352200375,WARSZAWA,2003,10,21,5.9,3.2,3.9
352200375,WARSZAWA,2003,10,22,3.5,0.4,1.0
352200375,WARSZAWA,2003,10,23,0.4,-4.4,-1.3
352200375,WARSZAWA,2003,10,24,2.1,-7.8,-2.5
352200375,WARSZAWA,2003,10,25,3.7,-2.9,0.9
352200375,WARSZAWA,2003,10,26,4.5,0.8,1.6
352200375,WARSZAWA,2003,10,27,4.5,-4.8,-0.7
352200375,WARSZAWA,2003,10,28,6.7,-1.2,1.8
352200375,WARSZAWA,2003,10,29,6.0,-2.8,1.4
352200375,WARSZAWA,2003,10,30,5.8,-1.4,3.0
352200375,WARSZAWA,2003,10,31,9.5,2.9,4.8
