stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2004,12,1,4.0,-0.4,2.2
352200375,WARSZAWA,2004,12,2,6.3,1.4,4.9
352200375,WARSZAWA,2004,12,3,4.4,1.8,2.5
352200375,WARSZAWA,2004,12,4,4.3,1.8,2.8
352200375,WARSZAWA,2004,12,5,5.3,1.7,3.2
352200375,WARSZAWA,2004,12,6,6.8,1.8,4.2
352200375,WARSZAWA,2004,12,7,6.3,1.4,4.6
352200375,WARSZAWA,2004,12,8,5.8,3.5,4.3
352200375,WARSZAWA,2004,12,9,5.0,1.8,3.7
352200375,WARSZAWA,2004,12,10,4.4,2.4,2.8
352200375,WARSZAWA,2004,12,11,3.4,-1.8,0.7
352200375,WARSZAWA,2004,12,12,3.3,-0.6,2.0
352200375,WARSZAWA,2004,12,13,3.0,1.6,2.4
352200375,WARSZAWA,2004,12,14,2.8,1.4,1.8
352200375,WARSZAWA,2004,12,15,1.4,-2.5,-1.5
352200375,WARSZAWA,2004,12,16,3.6,-4.6,-1.4
352200375,WARSZAWA,2004,12,17,2.4,-4.5,-1.1
352200375,WARSZAWA,2004,12,18,1.8,-3.1,-0.6
352200375,WARSZAWA,2004,12,19,1.6,-1.2,-0.2
352200375,WARSZAWA,2004,12,20,0.1,-4.1,-2.1
352200375,WARSZAWA,2004,12,21,-0.7,-5.1,-2.7
352200375,WARSZAWA,2004,12,22,-0.7,-2.5,-1.9
352200375,WARSZAWA,2004,12,23,1.7,-4.2,0.0
352200375,WARSZAWA,2004,12,24,7.7,1.5,6.1
352200375,WARSZAWA,2004,12,25,6.4,-0.2,3.9
352200375,WARSZAWA,2004,12,26,5.8,0.8,3.6
352200375,WARSZAWA,2004,12,27,5.6,3.0,4.7
352200375,WARSZAWA,2004,12,28,5.2,1.0,1.7
352200375,WARSZAWA,2004,12,29,2.8,-1.3,1.0
352200375,WARSZAWA,2004,12,30,1.8,-1.1,0.4
352200375,WARSZAWA,2004,12,31,3.7,0.7,2.8
