stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2005,10,1,13.6,6.7,10.8
352200375,WARSZAWA,2005,10,2,18.5,11.5,13.7
352200375,WARSZAWA,2005,10,3,18.1,9.8,13.9
352200375,WARSZAWA,2005,10,4,18.3,11.5,14.2
352200375,WARSZAWA,2005,10,5,18.7,8.7,12.9
352200375,WARSZAWA,2005,10,6,18.4,5.2,11.8
352200375,WARSZAWA,2005,10,7,19.9,5.2,12.5
352200375,WARSZAWA,2005,10,8,21.6,5.5,13.3
352200375,WARSZAWA,2005,10,9,18.4,6.6,11.8
352200375,WARSZAWA,2005,10,10,20.2,3.4,12.2
352200375,WARSZAWA,2005,10,11,16.6,5.1,10.8
352200375,WARSZAWA,2005,10,12,17.9,4.6,10.6
352200375,WARSZAWA,2005,10,13,11.2,6.6,8.8
352200375,WARSZAWA,2005,10,14,12.4,8.1,9.5
352200375,WARSZAWA,2005,10,15,12.5,2.2,7.7
352200375,WARSZAWA,2005,10,16,11.4,4.8,7.2
352200375,WARSZAWA,2005,10,17,11.1,3.8,6.6
352200375,WARSZAWA,2005,10,18,8.0,2.5,5.8
352200375,WARSZAWA,2005,10,19,10.8,0.2,4.0
352200375,WARSZAWA,2005,10,20,13.0,-1.7,5.2
352200375,WARSZAWA,2005,10,21,16.2,3.1,8.8
352200375,WARSZAWA,2005,10,22,18.7,6.7,12.4
352200375,WARSZAWA,2005,10,23,18.2,9.3,13.6
352200375,WARSZAWA,2005,10,24,13.3,6.5,8.8
352200375,WARSZAWA,2005,10,25,15.6,4.9,11.1
352200375,WARSZAWA,2005,10,26,15.8,12.9,14.5
352200375,WARSZAWA,2005,10,27,14.0,6.9,10.1
352200375,WARSZAWA,2005,10,28,7.5,-0.1,3.2
352200375,WARSZAWA,2005,10,29,7.0,-2.6,1.5
352200375,WARSZAWA,2005,10,30,7.9,-3.3,1.6
352200375,WARSZAWA,2005,10,31,10.3,-3.0,3.1
