stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2005,11,1,14.1,-0.2,6.0
352200375,WARSZAWA,2005,11,2,12.2,-2.1,4.8
352200375,WARSZAWA,2005,11,3,10.6,0.0,5.0
352200375,WARSZAWA,2005,11,4,12.1,1.8,6.8
352200375,WARSZAWA,2005,11,5,10.8,1.7,7.5
352200375,WARSZAWA,2005,11,6,11.1,3.1,7.4
352200375,WARSZAWA,2005,11,7,7.5,1.6,5.2
352200375,WARSZAWA,2005,11,8,11.2,6.7,7.6
352200375,WARSZAWA,2005,11,9,8.2,4.4,6.5
352200375,WARSZAWA,2005,11,10,6.9,4.7,5.4
352200375,WARSZAWA,2005,11,11,10.2,4.1,7.2
352200375,WARSZAWA,2005,11,12,10.8,8.2,9.2
352200375,WARSZAWA,2005,11,13,9.3,5.3,6.6
352200375,WARSZAWA,2005,11,14,7.9,3.8,4.9
352200375,WARSZAWA,2005,11,15,9.9,1.0,5.9
352200375,WARSZAWA,2005,11,16,5.9,2.0,4.0
352200375,WARSZAWA,2005,11,17,4.4,1.0,2.4
352200375,WARSZAWA,2005,11,18,2.3,0.1,0.9
352200375,WARSZAWA,2005,11,19,1.3,-1.3,-0.2
352200375,WARSZAWA,2005,11,20,1.3,-2.4,-0.3
352200375,WARSZAWA,2005,11,21,1.2,-1.9,-0.4
352200375,WARSZAWA,2005,11,22,0.7,-3.0,-0.4
352200375,WARSZAWA,2005,11,23,0.8,0.1,0.4
352200375,WARSZAWA,2005,11,24,0.6,-5.6,-3.1
352200375,WARSZAWA,2005,11,25,-0.5,-3.8,-1.3
352200375,WARSZAWA,2005,11,26,0.5,-3.9,-1.0
352200375,WARSZAWA,2005,11,27,5.7,0.4,3.6
352200375,WARSZAWA,2005,11,28,5.0,-3.1,-0.6
352200375,WARSZAWA,2005,11,29,1.9,-3.5,-1.7
352200375,WARSZAWA,2005,11,30,1.8,-5.5,-1.2
