stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2024,10,1,13.4,1.9,8.1
352200375,WARSZAWA,2024,10,2,13.7,5.7,10.4
352200375,WARSZAWA,2024,10,3,12.8,9.4,10.5
352200375,WARSZAWA,2024,10,4,12.9,8.7,10.7
352200375,WARSZAWA,2024,10,5,12.0,9.1,10.3
352200375,WARSZAWA,2024,10,6,12.1,8.5,9.9
352200375,WARSZAWA,2024,10,7,13.9,9.1,10.2
352200375,WARSZAWA,2024,10,8,20.0,7.0,13.3
352200375,WARSZAWA,2024,10,9,18.6,12.1,14.7
352200375,WARSZAWA,2024,10,10,22.6,12.0,16.2
352200375,WARSZAWA,2024,10,11,17.9,9.4,11.4
352200375,WARSZAWA,2024,10,12,13.7,1.3,7.9
352200375,WARSZAWA,2024,10,13,9.7,5.1,7.8
352200375,WARSZAWA,2024,10,14,9.9,7.1,9.4
352200375,WARSZAWA,2024,10,15,12.1,7.3,8.6
352200375,WARSZAWA,2024,10,16,12.4,2.1,6.9
352200375,WARSZAWA,2024,10,17,13.4,3.0,7.4
352200375,WARSZAWA,2024,10,18,16.0,3.4,9.0
352200375,WARSZAWA,2024,10,19,14.0,4.1,8.5
352200375,WARSZAWA,2024,10,20,13.6,2.4,7.7
352200375,WARSZAWA,2024,10,21,16.1,2.5,9.4
352200375,WARSZAWA,2024,10,22,17.9,7.9,12.8
352200375,WARSZAWA,2024,10,23,15.9,8.0,9.7
352200375,WARSZAWA,2024,10,24,9.6,1.7,5.0
352200375,WARSZAWA,2024,10,25,10.8,1.4,4.9
352200375,WARSZAWA,2024,10,26,17.8,4.6,10.0
352200375,WARSZAWA,2024,10,27,18.3,5.7,11.9
352200375,WARSZAWA,2024,10,28,14.3,9.2,11.3
352200375,WARSZAWA,2024,10,29,13.1,7.6,11.6
352200375,WARSZAWA,2024,10,30,14.2,11.9,12.9
352200375,WARSZAWA,2024,10,31,13.2,8.8,10.3
