stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2024,8,1,28.8,12.3,21.5
352200375,WARSZAWA,2024,8,2,25.5,14.6,20.8
352200375,WARSZAWA,2024,8,3,24.8,15.7,19.8
352200375,WARSZAWA,2024,8,4,26.5,11.6,20.4
352200375,WARSZAWA,2024,8,5,22.7,15.6,17.0
352200375,WARSZAWA,2024,8,6,23.9,13.9,18.4
352200375,WARSZAWA,2024,8,7,27.0,14.4,21.7
352200375,WARSZAWA,2024,8,8,25.2,16.1,20.7
352200375,WARSZAWA,2024,8,9,25.6,18.0,21.0
352200375,WARSZAWA,2024,8,10,26.7,16.6,21.0
352200375,WARSZAWA,2024,8,11,26.0,12.0,19.6
352200375,WARSZAWA,2024,8,12,25.9,9.9,19.0
352200375,WARSZAWA,2024,8,13,25.8,12.6,19.6
352200375,WARSZAWA,2024,8,14,28.1,13.2,21.6
352200375,WARSZAWA,2024,8,15,31.8,15.3,24.2
352200375,WARSZAWA,2024,8,16,31.7,20.7,25.7
352200375,WARSZAWA,2024,8,17,33.4,16.2,25.9
352200375,WARSZAWA,2024,8,18,31.4,19.9,25.8
352200375,WARSZAWA,2024,8,19,29.7,18.6,21.8
352200375,WARSZAWA,2024,8,20,21.6,15.8,18.1
352200375,WARSZAWA,2024,8,21,24.8,18.5,19.7
352200375,WARSZAWA,2024,8,22,19.6,12.8,16.4
352200375,WARSZAWA,2024,8,23,25.7,12.0,19.4
352200375,WARSZAWA,2024,8,24,31.4,13.8,23.3
352200375,WARSZAWA,2024,8,25,32.6,18.8,24.9
352200375,WARSZAWA,2024,8,26,25.3,16.2,20.0
352200375,WARSZAWA,2024,8,27,26.6,15.5,21.4
352200375,WARSZAWA,2024,8,28,29.0,16.5,22.9
352200375,WARSZAWA,2024,8,29,31.5,19.2,25.4
352200375,WARSZAWA,2024,8,30,32.3,19.0,25.4
352200375,WARSZAWA,2024,8,31,27.1,17.7,20.6
