stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2004,6,1,20.6,8.9,15.4
352200375,WARSZAWA,2004,6,2,22.0,8.8,16.4
352200375,WARSZAWA,2004,6,3,21.5,9.0,16.3
352200375,WARSZAWA,2004,6,4,23.2,10.5,17.6
352200375,WARSZAWA,2004,6,5,20.8,11.7,16.3
352200375,WARSZAWA,2004,6,6,21.4,12.2,16.8
352200375,WARSZAWA,2004,6,7,20.7,10.5,16.4
352200375,WARSZAWA,2004,6,8,24.1,11.0,17.7
352200375,WARSZAWA,2004,6,9,18.9,8.1,12.5
352200375,WARSZAWA,2004,6,10,17.8,6.6,13.2
352200375,WARSZAWA,2004,6,11,24.2,9.7,18.0
352200375,WARSZAWA,2004,6,12,22.0,14.3,16.6
352200375,WARSZAWA,2004,6,13,20.5,10.4,15.5
352200375,WARSZAWA,2004,6,14,21.4,7.8,16.5
352200375,WARSZAWA,2004,6,15,24.1,16.3,18.9
352200375,WARSZAWA,2004,6,16,22.2,8.3,11.7
352200375,WARSZAWA,2004,6,17,16.9,6.7,12.5
352200375,WARSZAWA,2004,6,18,16.5,11.6,13.9
352200375,WARSZAWA,2004,6,19,21.1,10.1,16.5
352200375,WARSZAWA,2004,6,20,20.1,12.3,14.7
352200375,WARSZAWA,2004,6,21,15.7,11.1,13.4
352200375,WARSZAWA,2004,6,22,22.7,5.3,15.6
352200375,WARSZAWA,2004,6,23,26.3,9.9,19.4
352200375,WARSZAWA,2004,6,24,24.5,16.2,19.7
352200375,WARSZAWA,2004,6,25,21.6,11.0,17.3
352200375,WARSZAWA,2004,6,26,18.8,10.4,14.4
352200375,WARSZAWA,2004,6,27,19.9,11.5,15.6
352200375,WARSZAWA,2004,6,28,22.9,13.7,16.8
352200375,WARSZAWA,2004,6,29,18.8,12.0,15.1
352200375,WARSZAWA,2004,6,30,19.1,10.8,14.4
