stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2001,7,1,25.5,13.8,19.8
352200375,WARSZAWA,2001,7,2,19.9,13.9,15.6
352200375,WARSZAWA,2001,7,3,21.2,12.2,17.1
352200375,WARSZAWA,2001,7,4,26.0,16.7,20.0
352200375,WARSZAWA,2001,7,5,27.8,13.6,21.0
352200375,WARSZAWA,2001,7,6,28.7,14.2,22.7
352200375,WARSZAWA,2001,7,7,29.6,16.8,23.9
352200375,WARSZAWA,2001,7,8,25.9,18.3,20.7
352200375,WARSZAWA,2001,7,9,22.4,17.3,18.4
352200375,WARSZAWA,2001,7,10,23.2,16.1,19.0
352200375,WARSZAWA,2001,7,11,28.3,12.8,20.9
352200375,WARSZAWA,2001,7,12,23.8,14.8,19.1
352200375,WARSZAWA,2001,7,13,25.4,10.4,19.5
352200375,WARSZAWA,2001,7,14,30.1,15.4,23.4
352200375,WARSZAWA,2001,7,15,34.0,19.1,26.6
352200375,WARSZAWA,2001,7,16,34.3,18.6,26.4
352200375,WARSZAWA,2001,7,17,28.8,16.1,20.3
352200375,WARSZAWA,2001,7,18,21.5,15.2,17.1
352200375,WARSZAWA,2001,7,19,25.8,10.8,19.1
352200375,WARSZAWA,2001,7,20,29.3,16.3,21.3
352200375,WARSZAWA,2001,7,21,22.1,14.9,18.6
352200375,WARSZAWA,2001,7,22,24.2,16.2,19.8
352200375,WARSZAWA,2001,7,23,24.5,17.9,20.6
352200375,WARSZAWA,2001,7,24,25.4,18.0,21.1
352200375,WARSZAWA,2001,7,25,24.9,17.6,21.2
352200375,WARSZAWA,2001,7,26,26.4,16.9,19.6
352200375,WARSZAWA,2001,7,27,24.8,17.7,19.6
352200375,WARSZAWA,2001,7,28,27.2,16.1,21.7
352200375,WARSZAWA,2001,7,29,28.9,16.9,22.2
352200375,WARSZAWA,2001,7,30,28.3,17.5,23.1
352200375,WARSZAWA,2001,7,31,25.7,18.5,21.5
