stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2020,4,1,7.7,-3.2,2.4
352200375,WARSZAWA,2020,4,2,8.4,1.0,4.7
352200375,WARSZAWA,2020,4,3,11.4,0.2,6.6
352200375,WARSZAWA,2020,4,4,10.8,-2.5,5.0
352200375,WARSZAWA,2020,4,5,14.1,-3.9,6.6
352200375,WARSZAWA,2020,4,6,19.3,2.1,11.6
352200375,WARSZAWA,2020,4,7,21.7,3.8,13.6
352200375,WARSZAWA,2020,4,8,19.9,4.1,12.9
352200375,WARSZAWA,2020,4,9,22.1,3.5,13.5
352200375,WARSZAWA,2020,4,10,15.8,3.0,9.1
352200375,WARSZAWA,2020,4,11,13.8,4.0,8.6
352200375,WARSZAWA,2020,4,12,19.6,2.4,11.7
352200375,WARSZAWA,2020,4,13,16.5,3.7,8.4
352200375,WARSZAWA,2020,4,14,8.5,-1.9,3.7
352200375,WARSZAWA,2020,4,15,8.9,1.3,5.4
352200375,WARSZAWA,2020,4,16,17.7,5.5,11.4
352200375,WARSZAWA,2020,4,17,15.0,0.6,8.4
352200375,WARSZAWA,2020,4,18,12.7,0.2,6.8
352200375,WARSZAWA,2020,4,19,12.3,0.1,6.7
352200375,WARSZAWA,2020,4,20,13.4,1.5,8.2
352200375,WARSZAWA,2020,4,21,15.7,3.9,10.6
352200375,WARSZAWA,2020,4,22,17.5,6.3,12.0
352200375,WARSZAWA,2020,4,23,18.8,5.6,12.7
352200375,WARSZAWA,2020,4,24,20.5,3.5,13.9
352200375,WARSZAWA,2020,4,25,16.9,9.0,10.6
352200375,WARSZAWA,2020,4,26,13.9,-0.9,8.8
352200375,WARSZAWA,2020,4,27,18.7,0.6,11.8
352200375,WARSZAWA,2020,4,28,24.0,5.4,15.9
352200375,WARSZAWA,2020,4,29,18.5,9.6,11.6
352200375,WARSZAWA,2020,4,30,17.0,5.9,10.7
