stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2015,9,1,34.5,17.8,27.2
352200375,WARSZAWA,2015,9,2,29.6,16.7,18.8
352200375,WARSZAWA,2015,9,3,22.0,11.3,16.8
352200375,WARSZAWA,2015,9,4,18.3,12.4,14.5
352200375,WARSZAWA,2015,9,5,22.5,10.3,16.3
352200375,WARSZAWA,2015,9,6,17.4,9.7,12.8
352200375,WARSZAWA,2015,9,7,12.7,9.8,11.6
352200375,WARSZAWA,2015,9,8,15.9,9.5,12.1
352200375,WARSZAWA,2015,9,9,18.1,8.2,12.3
352200375,WARSZAWA,2015,9,10,20.3,9.6,15.2
352200375,WARSZAWA,2015,9,11,20.1,11.6,15.6
352200375,WARSZAWA,2015,9,12,16.6,12.1,13.6
352200375,WARSZAWA,2015,9,13,18.1,10.5,14.2
352200375,WARSZAWA,2015,9,14,22.1,10.4,16.5
352200375,WARSZAWA,2015,9,15,23.1,14.6,19.2
352200375,WARSZAWA,2015,9,16,26.3,16.4,21.3
352200375,WARSZAWA,2015,9,17,29.9,17.4,23.6
352200375,WARSZAWA,2015,9,18,25.0,15.7,18.3
352200375,WARSZAWA,2015,9,19,22.4,13.7,17.3
352200375,WARSZAWA,2015,9,20,19.8,11.9,14.7
352200375,WARSZAWA,2015,9,21,15.1,8.3,10.9
352200375,WARSZAWA,2015,9,22,18.6,5.7,12.0
352200375,WARSZAWA,2015,9,23,23.3,10.1,16.3
352200375,WARSZAWA,2015,9,24,23.4,12.7,18.1
352200375,WARSZAWA,2015,9,25,19.3,13.7,16.5
352200375,WARSZAWA,2015,9,26,17.4,12.5,13.2
352200375,WARSZAWA,2015,9,27,16.1,7.4,11.3
352200375,WARSZAWA,2015,9,28,16.7,5.3,10.6
352200375,WARSZAWA,2015,9,29,14.7,7.6,11.2
352200375,WARSZAWA,2015,9,30,15.0,8.8,10.5
