stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2015,6,1,26.2,9.6,19.3
352200375,WARSZAWA,2015,6,2,28.1,15.1,21.7
352200375,WARSZAWA,2015,6,3,30.0,15.4,23.3
352200375,WARSZAWA,2015,6,4,26.3,12.6,17.1
352200375,WARSZAWA,2015,6,5,24.0,10.0,17.5
352200375,WARSZAWA,2015,6,6,27.7,12.0,20.8
352200375,WARSZAWA,2015,6,7,27.8,15.2,20.5
352200375,WARSZAWA,2015,6,8,20.8,13.4,17.3
352200375,WARSZAWA,2015,6,9,19.4,13.0,15.0
352200375,WARSZAWA,2015,6,10,21.2,12.7,16.7
352200375,WARSZAWA,2015,6,11,24.1,11.5,18.2
352200375,WARSZAWA,2015,6,12,27.1,9.6,20.2
352200375,WARSZAWA,2015,6,13,28.3,16.9,22.7
352200375,WARSZAWA,2015,6,14,26.6,18.1,21.8
352200375,WARSZAWA,2015,6,15,24.0,15.6,17.9
352200375,WARSZAWA,2015,6,16,19.5,8.4,13.6
352200375,WARSZAWA,2015,6,17,20.4,10.1,15.6
352200375,WARSZAWA,2015,6,18,19.8,8.7,15.1
352200375,WARSZAWA,2015,6,19,18.4,12.7,14.8
352200375,WARSZAWA,2015,6,20,19.5,6.6,13.6
352200375,WARSZAWA,2015,6,21,19.8,10.9,15.2
352200375,WARSZAWA,2015,6,22,21.1,8.8,16.1
352200375,WARSZAWA,2015,6,23,18.2,12.9,14.1
352200375,WARSZAWA,2015,6,24,20.0,8.3,15.2
352200375,WARSZAWA,2015,6,25,21.6,9.6,16.2
352200375,WARSZAWA,2015,6,26,23.9,10.9,17.7
352200375,WARSZAWA,2015,6,27,21.3,12.0,17.4
352200375,WARSZAWA,2015,6,28,25.9,12.0,19.7
352200375,WARSZAWA,2015,6,29,22.0,16.3,17.6
352200375,WARSZAWA,2015,6,30,26.2,11.2,19.3
