stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2020,2,1,11.7,5.9,9.2
352200375,WARSZAWA,2020,2,2,10.9,5.3,7.2
352200375,WARSZAWA,2020,2,3,6.2,2.3,3.7
352200375,WARSZAWA,2020,2,4,6.1,1.6,4.8
352200375,WARSZAWA,2020,2,5,3.4,-0.9,0.5
352200375,WARSZAWA,2020,2,6,4.0,-1.2,1.8
352200375,WARSZAWA,2020,2,7,4.8,-2.4,-0.3
352200375,WARSZAWA,2020,2,8,5.8,-3.9,-0.1
352200375,WARSZAWA,2020,2,9,7.3,-3.2,2.2
352200375,WARSZAWA,2020,2,10,10.4,2.7,6.0
352200375,WARSZAWA,2020,2,11,6.0,2.2,3.9
352200375,WARSZAWA,2020,2,12,5.0,2.2,3.5
352200375,WARSZAWA,2020,2,13,6.1,0.7,2.8
352200375,WARSZAWA,2020,2,14,2.2,0.3,1.2
352200375,WARSZAWA,2020,2,15,4.3,-0.9,0.8
352200375,WARSZAWA,2020,2,16,10.9,-0.1,6.3
352200375,WARSZAWA,2020,2,17,14.3,9.5,10.3
352200375,WARSZAWA,2020,2,18,11.1,2.9,6.7
352200375,WARSZAWA,2020,2,19,9.5,1.8,4.8
352200375,WARSZAWA,2020,2,20,6.6,2.6,3.3
352200375,WARSZAWA,2020,2,21,5.6,-0.1,3.0
352200375,WARSZAWA,2020,2,22,9.6,0.0,5.4
352200375,WARSZAWA,2020,2,23,11.1,2.9,5.6
352200375,WARSZAWA,2020,2,24,5.7,1.1,3.6
352200375,WARSZAWA,2020,2,25,12.1,1.2,6.5
352200375,WARSZAWA,2020,2,26,9.5,2.9,5.0
352200375,WARSZAWA,2020,2,27,5.2,-0.2,1.2
352200375,WARSZAWA,2020,2,28,5.1,-3.8,1.0
352200375,WARSZAWA,2020,2,29,8.0,-0.9,4.0
