stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2022,6,1,21.4,12.5,16.2
352200375,WARSZAWA,2022,6,2,19.6,11.9,14.9
352200375,WARSZAWA,2022,6,3,22.4,7.2,16.4
352200375,WARSZAWA,2022,6,4,24.0,11.9,18.7
352200375,WARSZAWA,2022,6,5,24.1,13.4,18.8
352200375,WARSZAWA,2022,6,6,26.2,13.3,20.8
352200375,WARSZAWA,2022,6,7,26.9,16.9,21.5
352200375,WARSZAWA,2022,6,8,22.0,16.1,18.3
352200375,WARSZAWA,2022,6,9,28.6,15.7,21.2
352200375,WARSZAWA,2022,6,10,24.4,16.0,19.3
352200375,WARSZAWA,2022,6,11,23.8,13.5,19.1
352200375,WARSZAWA,2022,6,12,26.2,12.3,20.9
352200375,WARSZAWA,2022,6,13,23.6,13.2,15.9
352200375,WARSZAWA,2022,6,14,17.7,10.0,14.1
352200375,WARSZAWA,2022,6,15,20.4,11.0,15.7
352200375,WARSZAWA,2022,6,16,25.0,9.2,18.1
352200375,WARSZAWA,2022,6,17,22.7,11.6,17.8
352200375,WARSZAWA,2022,6,18,27.4,10.9,20.5
352200375,WARSZAWA,2022,6,19,31.5,16.3,25.2
352200375,WARSZAWA,2022,6,20,28.9,16.6,19.6
352200375,WARSZAWA,2022,6,21,19.3,11.7,13.8
352200375,WARSZAWA,2022,6,22,23.2,10.1,17.5
352200375,WARSZAWA,2022,6,23,25.5,13.8,20.6
352200375,WARSZAWA,2022,6,24,28.1,14.6,22.3
352200375,WARSZAWA,2022,6,25,29.8,15.7,24.0
352200375,WARSZAWA,2022,6,26,30.6,18.6,25.2
352200375,WARSZAWA,2022,6,27,31.7,18.8,26.2
352200375,WARSZAWA,2022,6,28,33.6,19.4,24.5
352200375,WARSZAWA,2022,6,29,27.2,18.5,22.1
352200375,WARSZAWA,2022,6,30,34.4,19.9,25.9
