stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2024,2,1,5.9,3.3,4.2
352200375,WARSZAWA,2024,2,2,5.5,2.7,4.0
352200375,WARSZAWA,2024,2,3,10.1,3.7,7.9
352200375,WARSZAWA,2024,2,4,8.8,4.8,6.2
352200375,WARSZAWA,2024,2,5,7.7,4.8,5.9
352200375,WARSZAWA,2024,2,6,9.3,4.0,8.4
352200375,WARSZAWA,2024,2,7,9.8,1.5,4.9
352200375,WARSZAWA,2024,2,8,2.8,-0.9,0.4
352200375,WARSZAWA,2024,2,9,1.5,-0.5,0.5
352200375,WARSZAWA,2024,2,10,6.9,0.8,4.2
352200375,WARSZAWA,2024,2,11,10.1,4.7,7.3
352200375,WARSZAWA,2024,2,12,9.4,8.3,8.6
352200375,WARSZAWA,2024,2,13,8.6,5.0,6.2
352200375,WARSZAWA,2024,2,14,9.4,-1.4,5.1
352200375,WARSZAWA,2024,2,15,9.2,3.7,6.2
352200375,WARSZAWA,2024,2,16,13.5,3.3,8.1
352200375,WARSZAWA,2024,2,17,11.1,5.2,7.9
352200375,WARSZAWA,2024,2,18,6.9,0.4,3.0
352200375,WARSZAWA,2024,2,19,5.9,-0.4,2.1
352200375,WARSZAWA,2024,2,20,9.0,4.5,6.2
352200375,WARSZAWA,2024,2,21,8.0,3.8,6.1
352200375,WARSZAWA,2024,2,22,10.0,3.5,7.4
352200375,WARSZAWA,2024,2,23,10.1,7.4,8.6
352200375,WARSZAWA,2024,2,24,11.2,4.3,6.8
352200375,WARSZAWA,2024,2,25,14.3,0.8,7.6
352200375,WARSZAWA,2024,2,26,13.8,1.3,8.4
352200375,WARSZAWA,2024,2,27,16.5,5.5,11.1
352200375,WARSZAWA,2024,2,28,12.1,7.3,9.1
352200375,WARSZAWA,2024,2,29,9.6,6.1,7.7
