stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2003,6,1,24.2,13.9,19.5
352200375,WARSZAWA,2003,6,2,23.7,9.7,17.6
352200375,WARSZAWA,2003,6,3,24.7,10.2,18.8
352200375,WARSZAWA,2003,6,4,24.9,11.0,18.6
352200375,WARSZAWA,2003,6,5,31.4,9.9,22.1
352200375,WARSZAWA,2003,6,6,26.5,18.3,21.6
352200375,WARSZAWA,2003,6,7,23.5,12.5,18.2
352200375,WARSZAWA,2003,6,8,28.3,10.7,21.4
352200375,WARSZAWA,2003,6,9,25.8,16.0,21.3
352200375,WARSZAWA,2003,6,10,24.4,12.6,18.9
352200375,WARSZAWA,2003,6,11,26.9,11.5,20.6
352200375,WARSZAWA,2003,6,12,25.2,14.6,20.3
352200375,WARSZAWA,2003,6,13,25.3,14.1,19.7
352200375,WARSZAWA,2003,6,14,22.7,10.8,17.7
352200375,WARSZAWA,2003,6,15,21.9,13.7,17.7
352200375,WARSZAWA,2003,6,16,19.2,11.6,14.2
352200375,WARSZAWA,2003,6,17,20.0,10.7,14.9
352200375,WARSZAWA,2003,6,18,21.7,9.9,16.4
352200375,WARSZAWA,2003,6,19,24.6,12.4,18.3
352200375,WARSZAWA,2003,6,20,20.3,13.7,15.5
352200375,WARSZAWA,2003,6,21,18.0,10.6,13.1
352200375,WARSZAWA,2003,6,22,17.6,11.2,13.1
352200375,WARSZAWA,2003,6,23,22.3,8.6,16.6
352200375,WARSZAWA,2003,6,24,22.0,14.9,18.6
352200375,WARSZAWA,2003,6,25,20.2,13.1,14.7
352200375,WARSZAWA,2003,6,26,21.3,11.7,15.3
352200375,WARSZAWA,2003,6,27,23.1,11.5,17.2
352200375,WARSZAWA,2003,6,28,23.0,12.3,17.3
352200375,WARSZAWA,2003,6,29,25.2,10.0,19.1
352200375,WARSZAWA,2003,6,30,28.2,14.9,20.3
