stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2011,7,1,21.6,11.6,14.9
352200375,WARSZAWA,2011,7,2,14.3,11.2,12.3
352200375,WARSZAWA,2011,7,3,13.6,10.6,12.1
352200375,WARSZAWA,2011,7,4,16.3,11.4,13.7
352200375,WARSZAWA,2011,7,5,22.4,12.5,17.2
352200375,WARSZAWA,2011,7,6,19.6,15.2,17.5
352200375,WARSZAWA,2011,7,7,22.7,16.2,18.3
352200375,WARSZAWA,2011,7,8,27.1,12.5,19.8
352200375,WARSZAWA,2011,7,9,27.0,15.9,21.6
352200375,WARSZAWA,2011,7,10,25.7,17.1,19.7
352200375,WARSZAWA,2011,7,11,26.8,15.1,20.9
352200375,WARSZAWA,2011,7,12,23.6,14.8,18.6
352200375,WARSZAWA,2011,7,13,25.9,14.0,20.7
352200375,WARSZAWA,2011,7,14,28.1,18.6,22.6
352200375,WARSZAWA,2011,7,15,23.2,16.7,18.6
352200375,WARSZAWA,2011,7,16,22.0,13.1,18.4
352200375,WARSZAWA,2011,7,17,27.4,13.8,21.2
352200375,WARSZAWA,2011,7,18,25.1,17.4,19.0
352200375,WARSZAWA,2011,7,19,25.3,14.6,20.6
352200375,WARSZAWA,2011,7,20,25.9,18.5,20.9
352200375,WARSZAWA,2011,7,21,24.0,17.4,19.6
352200375,WARSZAWA,2011,7,22,20.1,14.3,15.7
352200375,WARSZAWA,2011,7,23,18.5,12.1,14.2
352200375,WARSZAWA,2011,7,24,21.5,8.8,16.3
352200375,WARSZAWA,2011,7,25,22.7,15.7,18.4
352200375,WARSZAWA,2011,7,26,23.8,16.4,19.5
352200375,WARSZAWA,2011,7,27,20.8,15.2,17.6
352200375,WARSZAWA,2011,7,28,21.8,14.9,17.6
352200375,WARSZAWA,2011,7,29,24.3,13.9,19.0
352200375,WARSZAWA,2011,7,30,20.8,11.9,15.4
352200375,WARSZAWA,2011,7,31,24.0,15.7,17.9
