stacja_kod,stacja_nazwa,rok,miesiac,dzien,t_max,t_min,t_std
352200375,WARSZAWA,2019,2,1,1.8,-1.8,-0.2
352200375,WARSZAWA,2019,2,2,9.3,-0.2,6.0
352200375,WARSZAWA,2019,2,3,8.2,1.9,3.6
352200375,WARSZAWA,2019,2,4,3.8,0.1,0.6
352200375,WARSZAWA,2019,2,5,1.3,-0.8,0.0
352200375,WARSZAWA,2019,2,6,4.2,-0.6,1.1
352200375,WARSZAWA,2019,2,7,7.4,-3.0,1.3
352200375,WARSZAWA,2019,2,8,7.2,0.1,2.9
352200375,WARSZAWA,2019,2,9,5.9,-0.5,2.8
352200375,WARSZAWA,2019,2,10,9.4,2.5,5.3
352200375,WARSZAWA,2019,2,11,7.6,3.6,4.5
352200375,WARSZAWA,2019,2,12,4.2,0.4,1.2
352200375,WARSZAWA,2019,2,13,5.2,-1.7,1.7
352200375,WARSZAWA,2019,2,14,7.9,3.6,5.4
352200375,WARSZAWA,2019,2,15,9.4,3.7,5.6
352200375,WARSZAWA,2019,2,16,8.4,1.0,2.8
352200375,WARSZAWA,2019,2,17,9.0,-2.3,6.6
352200375,WARSZAWA,2019,2,18,10.7,4.7,6.6
352200375,WARSZAWA,2019,2,19,14.0,-1.8,6.3
352200375,WARSZAWA,2019,2,20,9.7,5.1,6.2
352200375,WARSZAWA,2019,2,21,6.2,3.3,4.9
352200375,WARSZAWA,2019,2,22,5.7,-4.4,-3.0
352200375,WARSZAWA,2019,2,23,-0.1,-7.0,-3.1
352200375,WARSZAWA,2019,2,24,4.7,-1.9,1.4
352200375,WARSZAWA,2019,2,25,7.5,-0.1,2.7
352200375,WARSZAWA,2019,2,26,9.7,0.5,4.6
352200375,WARSZAWA,2019,2,27,10.9,-1.3,5.0
352200375,WARSZAWA,2019,2,28,11.6,5.4,7.3
